index,Company,TypeName,Ram,Weight,Price,TouchScreen,IPS,PPI,Cpu brand,HDD,SSD,Gpu brand,OS
347,Dell,Ultrabook,16,0.6312717768418578,85672.1088,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,0.4054651081081644,19980.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
351,HP,Notebook,8,0.6097655716208943,69477.12,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,0.9932517730102834,75071.52,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,0.9555114450274363,92615.0256,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,0.8754687373538999,74751.84,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,0.7030975114131134,51729.552,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,0.7884573603642703,17155.6272,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
357,Dell,Gaming,8,0.9745596399981308,53226.72,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,0.8586616190375187,29696.6736,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,0.3074846997479607,76030.56,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,0.62057648772511,23389.92,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,0.6931471805599453,50349.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,1.0296194171811581,38308.32,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,0.62057648772511,34045.92,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,0.7884573603642703,26586.72,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
365,HP,Notebook,8,0.712949807856125,20725.92,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,1.0296194171811581,57808.8,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,0.8754687373538999,43103.52,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
368,Dell,Notebook,8,0.8458682675776092,47898.72,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,0.3074846997479607,93240.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,0.8153648132841944,58554.72,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,0.7419373447293773,22697.28,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
372,Asus,Gaming,16,1.1786549963416462,117162.72,0,1,127.33567457123111,AMD Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,0.9555114450274363,26053.92,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,0.4824261492442928,46300.8528,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,0.6471032420585384,26053.3872,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,0.4637340162321402,29463.84,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,0.5877866649021191,16463.52,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,0.4054651081081644,15238.08,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,0.8754687373538999,45074.88,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
380,HP,Gaming,8,1.208960345836975,63456.48,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,0.6151856390902335,21498.48,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
382,Asus,Gaming,8,0.8329091229351039,88178.4,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,0.4054651081081644,58554.72,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,0.09531017980432493,93181.392,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,0.12221763272424911,121584.96,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,0.4054651081081644,29250.72,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,0.8020015854720274,72940.32,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,0.6931471805599453,113752.8,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,0.35065687161316933,133679.52,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,1.0986122886681098,55357.92,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,1.0986122886681098,84768.48,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,0.7884573603642703,36975.7872,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,0.9932517730102834,71874.72,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,0.8458682675776092,41498.1936,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
395,HP,Ultrabook,4,0.6471032420585384,26586.72,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,0.7419373447293773,65510.9568,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,0.6418538861723947,49976.64,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,0.5766133643039938,144495.36,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,0.12221763272424911,139860.0,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,0.7884573603642703,16303.68,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,1.0647107369924282,81465.12,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,0.7419373447293773,60978.96,0,1,86.05106133133977,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,0.9162907318741551,46833.12,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
404,MSI,Gaming,16,1.0296194171811581,119826.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,0.09531017980432493,99793.44,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,0.1823215567939546,93080.16,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,0.3074846997479607,89510.4,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,0.7884573603642703,21791.52,0,0,61.879414889952194,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,0.13976194237515863,16221.096,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,0.9820784724121582,102564.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,0.5306282510621704,103523.04,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,0.7419373447293773,24988.32,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,0.47000362924573563,42038.4528,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,0.23901690047049992,49443.84,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,0.8329091229351039,31909.392,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others/No OS/Linux
416,Dell,Notebook,4,0.5007752879124892,36709.92,0,0,117.82653006268643,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,0.3576744442718159,79920.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,0.7608058290337602,28768.536,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,0.5596157879354227,64755.4464,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,0.6931471805599453,101178.72,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
421,Chuwi,Notebook,6,0.3364722366212129,23922.72,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,0.8372475245337022,76030.56,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,0.8329091229351039,31808.16,0,0,61.879414889952194,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
424,Dell,Gaming,16,1.4861396960896067,149130.72,0,1,107.59009377691324,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,0.9631743177730056,61751.52,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,0.7030975114131134,60867.072,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,0.47000362924573563,58554.72,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others/No OS/Linux
428,HP,Gaming,12,1.208960345836975,106506.72,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,0.14842000511827322,15930.72,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,0.13976194237515863,14332.32,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Notebook,8,0.3364722366212129,53812.8,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,0.5306282510621704,31914.72,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,0.8329091229351039,130269.6,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,0.9162907318741551,130482.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,1.1631508098056809,90309.6,0,0,127.33567457123111,AMD Processor,1000,256,AMD,Windows
436,HP,Notebook,4,0.7419373447293773,18488.16,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,0.09531017980432493,117162.72,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others/No OS/Linux
438,Lenovo,Ultrabook,24,0.27763173659827955,126912.96,0,0,122.3837316712388,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,0.6931471805599453,29783.52,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others/No OS/Linux
440,Lenovo,Notebook,8,1.0296194171811581,27652.32,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,0.7884573603642703,39906.72,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,0.3074846997479607,76137.12,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,0.7884573603642703,18594.72,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,0.7884573603642703,58554.72,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,0.494696241836107,62817.12,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,0.8754687373538999,23539.104,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
447,Dell,Workstation,8,0.8020015854720274,106187.04,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,0.7884573603642703,54757.9872,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,0.22314355131420976,137941.92,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,0.6471032420585384,31381.92,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,0.7747271675523681,105228.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,0.8372475245337022,81731.52,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,0.5007752879124892,71661.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
454,Dell,Notebook,8,0.8586616190375187,52161.12,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
455,Dell,2 in 1 Convertible,4,0.3852624007906449,25521.12,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
456,Dell,Notebook,8,1.4861396960896067,109010.88,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
457,Microsoft,Ultrabook,4,0.22474227267790678,52693.92,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
458,Microsoft,Ultrabook,8,0.22314355131420976,95850.72,1,0,80.93655400444537,Intel Core i7,0,256,Intel,Windows
459,HP,Notebook,8,0.9162907318741551,34093.872,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
460,Acer,Notebook,4,0.8020015854720274,28984.32,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
461,Acer,Netbook,4,0.3364722366212129,23176.8,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
462,Asus,Notebook,8,0.8628899551470398,39906.72,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
463,Lenovo,Notebook,8,0.4054651081081644,42570.72,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others/No OS/Linux
464,Lenovo,Notebook,8,0.9820784724121582,111355.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
465,Asus,Notebook,4,0.6931471805599453,16197.12,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
466,Acer,Notebook,4,0.7884573603642703,24988.32,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,Windows
467,Dell,Notebook,8,0.7030975114131134,40439.52,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
468,HP,Gaming,12,1.3297240096314962,90522.72,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
469,Lenovo,Ultrabook,12,0.3364722366212129,98994.24,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
470,HP,2 in 1 Convertible,8,0.25464221837358075,106506.72,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
471,HP,Notebook,8,0.6418538861723947,61485.12,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
472,Google,Ultrabook,8,0.09531017980432493,67932.0,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others/No OS/Linux
473,Dell,Ultrabook,8,0.35065687161316933,98133.768,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
474,Asus,Notebook,12,0.7227059828014898,69210.72,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
475,Dell,Notebook,8,0.5822156198526637,39427.2,0,0,111.93520355955211,Intel Core i3,0,128,Intel,Windows
477,Lenovo,Notebook,8,0.5306282510621704,72673.92,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
479,Toshiba,Notebook,8,0.04879016416943204,89084.16,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
480,Dell,Notebook,8,0.7701082216960737,67239.36,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
481,Dell,Notebook,4,0.7793248768009977,31254.048,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
482,HP,Notebook,4,0.3987761199573678,38681.28,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
483,Chuwi,Notebook,4,0.636576829071551,13261.392,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
484,Lenovo,Notebook,4,0.8329091229351039,30103.2,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
485,Lenovo,Notebook,8,0.5596157879354227,55890.72,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
486,Dell,Workstation,16,0.7747271675523681,124568.64,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
487,Dell,Notebook,16,0.7227059828014898,101178.72,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
488,Lenovo,Ultrabook,16,0.3074846997479607,95797.44,0,1,176.23257360658386,Intel Core i7,0,512,Intel,Windows
489,Asus,Ultrabook,16,-0.09431067947124129,103896.0,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
490,Lenovo,Notebook,8,0.8329091229351039,53918.8272,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,0.04879016416943204,149130.72,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,0.688134638736401,71928.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,0.7884573603642703,30849.12,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,1.4655675420143985,67612.32,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,0.26236426446749106,58554.72,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,0.7747271675523681,47893.392,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,0.3920420877760237,93186.72,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,0.3364722366212129,50562.72,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,0.8329091229351039,48538.08,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,0.1823215567939546,18115.2,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,0.6471032420585384,32979.7872,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,0.3364722366212129,85194.72,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,0.7419373447293773,15930.72,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,Windows
504,Lenovo,Netbook,4,0.22314355131420976,14119.2,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others/No OS/Linux
505,Lenovo,Notebook,8,0.36464311358790924,50562.72,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
506,Asus,Notebook,8,0.6931471805599453,65214.72,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,Windows
507,Acer,Notebook,4,0.7884573603642703,32660.64,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
508,HP,Ultrabook,8,0.29266961396282004,70489.44,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
509,Lenovo,Gaming,8,0.8754687373538999,61218.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
510,Dell,Ultrabook,8,0.25464221837358075,47898.72,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
511,Acer,Notebook,4,0.7884573603642703,34045.92,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
512,Dell,Notebook,8,0.7793248768009977,44542.08,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
513,Dell,Notebook,16,0.7884573603642703,64961.1072,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
514,Xiaomi,Notebook,16,0.6678293725756554,74589.336,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
515,Asus,Netbook,2,0.09531017980432493,13053.6,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
516,HP,Notebook,4,0.712949807856125,27783.9216,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
517,Asus,Gaming,24,0.8064758658669485,158135.04,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
518,HP,Notebook,8,0.712949807856125,47365.92,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
519,Asus,Gaming,16,1.0986122886681098,80133.12,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
520,Lenovo,Gaming,8,1.1631508098056809,74538.72,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
521,HP,Ultrabook,8,0.27763173659827955,74538.72,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
522,Dell,Notebook,8,0.494696241836107,68184.0144,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
523,HP,Notebook,4,0.4885800148186709,36709.92,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
524,Dell,Notebook,8,1.0296194171811581,47365.92,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,Others/No OS/Linux
525,Lenovo,Notebook,8,0.7030975114131134,71395.2,0,0,91.7877987534291,Intel Core i5,0,256,Intel,Windows
526,Lenovo,Notebook,4,0.7884573603642703,42570.72,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
527,Lenovo,Notebook,8,0.7884573603642703,24455.52,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
528,Dell,Notebook,4,0.8329091229351039,31168.8,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
529,Dell,Notebook,8,0.6418538861723947,73366.56,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
530,Dell,Gaming,16,1.4861396960896067,160520.3856,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
531,Toshiba,Notebook,8,0.6931471805599453,45820.8,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
532,Asus,Notebook,8,0.6931471805599453,69210.72,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
533,Mediacom,Notebook,4,0.1823215567939546,19660.32,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows
534,Asus,Gaming,8,0.8329091229351039,87858.72,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
535,Dell,Notebook,8,0.6575200029167941,72940.32,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
536,Dell,Notebook,8,0.7884573603642703,42486.0048,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
537,HP,Notebook,4,0.62057648772511,21258.1872,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows
538,HP,Gaming,12,0.9631743177730056,95850.72,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
539,Lenovo,Notebook,8,0.6259384308664954,45767.52,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
540,Dell,Ultrabook,8,0.1823215567939546,74538.72,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
541,Dell,Notebook,4,0.47000362924573563,39207.1536,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows
542,HP,Ultrabook,8,0.29266961396282004,61005.6,0,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
543,Acer,Gaming,8,0.8754687373538999,42517.44,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
544,Asus,Notebook,4,0.6931471805599453,18594.72,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows
545,HP,Notebook,4,0.7419373447293773,37589.04,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
546,Lenovo,Notebook,4,0.6259384308664954,41824.8,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
547,Lenovo,Notebook,4,0.7654678421395714,24634.008,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
548,HP,Notebook,4,0.62057648772511,21152.16,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
549,Lenovo,Notebook,8,0.688134638736401,92121.12,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
550,Lenovo,Notebook,4,0.7884573603642703,26586.72,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
551,Dell,Notebook,8,0.6418538861723947,59513.2272,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
552,Dell,Gaming,16,1.4861396960896067,143802.72,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
553,HP,Notebook,8,0.9745596399981308,28992.312,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
554,HP,Notebook,8,0.9669838461896731,68198.4,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
555,Asus,Notebook,4,0.6931471805599453,11934.72,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
556,Mediacom,Notebook,4,0.30010459245033816,13586.4,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,Notebook,6,1.0296194171811581,50562.72,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
558,HP,Notebook,6,0.6471032420585384,30310.992,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows
559,Dell,Notebook,4,0.7793248768009977,32921.712,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
560,Acer,2 in 1 Convertible,4,0.22314355131420976,18594.72,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,Notebook,4,0.7178397931503168,33566.4,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
562,HP,Ultrabook,16,0.14842000511827322,104695.2,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
563,Lenovo,Notebook,8,1.2237754316221157,159786.72,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
564,Asus,Notebook,8,0.9162907318741551,44701.92,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,0.1906203596086497,85194.72,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows
566,Dell,Notebook,4,0.6575200029167941,51095.52,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
568,Lenovo,Notebook,4,0.7884573603642703,18328.32,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows
569,Lenovo,Notebook,4,0.7030975114131134,52747.2,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
570,HP,Workstation,8,1.144222799920162,99153.5472,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows
571,HP,Notebook,8,0.6626879730752367,20725.92,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,Windows
572,HP,Notebook,6,0.6678293725756554,34578.72,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows
573,Lenovo,Notebook,8,0.8329091229351039,44222.4,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
574,Lenovo,Notebook,4,0.7178397931503168,36496.8,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
575,Mediacom,Notebook,4,0.3364722366212129,13266.72,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
576,Toshiba,Ultrabook,16,0.2151113796169455,99367.2,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
